,entity
6408,"LOPEZ VARGAS, Richard Jesus"
6409,"NORONO TORRES, Jose Leonardo"
6410,"DOMINGUEZ RAMIREZ, Jose Miguel"
6411,"MORALES ZAMBRANO, Cristhiam Abelardo"
6412,"BERMUDEZ VALDERREY, Alberto Mirtiliano"
6413,"MEDVEDEV, Gennadiy"
6414,"STANKEVICH, Sergey"
6415,"SHEIN, Andrey"
6416,HARAKAT AL-NUJABA
6417,SMILE TECHNOLOGIES S.A.
6418,SMILE PROPERTY & TRAVEL LTD
6419,SMILEWALLET S.A.S.
6420,SMILE TECHNOLOGIES CANADA LTD
6421,BAJER S.R.L.
6422,HIGH NUTRITION SOCIEDAD DE RESPONSABILIDAD LIMITADA
6423,B-WORK S.A.S.
6424,EVROFINANCE MOSNARBANK
6425,AO ZAVOD FIOLENT
6426,LLC SK CONSOL-STROI LTD
6427,"NAYDENKO, Aleksey Alekseevich"
6428,"VYSOTSKY, Vladimir Yurievich"
6429,YAROSLAVSKY SHIPBUILDING PLANT
6430,ZELENODOLSK SHIPYARD PLANT NAMED AFTER A.M. GORKY
6431,GUP RK KTB SUDOKOMPOZIT
6432,AO KONTSERN OKEANPRIBOR
6433,PAO ZVEZDA
6434,"ROMASHKIN, Ruslan"
6435,LLC NOVYE PROEKTY
6436,MINERVEN
6437,"EBRAHIMI, Ayatollah"
6438,IRANIAN ATLAS COMPANY
6439,ANSAR BANK BROKERAGE COMPANY
6440,ANSAR INFORMATION TECHNOLOGY COMPANY
6441,ANSAR EXCHANGE
6442,"ATABAKI, Alireza"
6443,ZAGROS PARDIS KISH
6444,"GALESHKALAMI, Iman Sedaghat"
6445,"VAKILI, Mohammad"
6446,SAKAN EXCHANGE
6447,ATLAS EXCHANGE
6448,"DASTGIRI, Reza Sakan"
6449,SAKAN GENERAL TRADING
6450,"SEIFI, Asadollah"
6451,"SAKAN, Suleyman"
6452,GOLDEN COMMODITIES LLC
6453,"EBRAHIMI, Reza"
6454,THE BEST LEADER GENERAL TRADING LLC
6455,SHAHID KARIMI GROUP
6456,"MEHDIPUR, Mohammad Reza"
6457,LEBRA MOON GENERAL TRADING LLC
6458,"MOTALLEBIZADEH, Akbar"
6459,BANCO CORPORATIVO SA
6460,"HAJJLU, Jalal Emami Ghareh"
6461,NARIA GENERAL TRADING LLC
6462,SHAHID BABA'I GROUP
6463,"ORTEGA MURILLO, Laureano Facundo"
6464,SHAHID KAZEMI GROUP
6465,HITAL EXCHANGE
6466,SHAHID SHOKRI SCIENCE AND TECHNOLOGY RESEARCH CENTER
6467,HEIDAR KARAR GROUP
6468,SHAHID ZEINODDIN GROUP
6469,"ALE ALI, Mohammad Reza"
6470,SHEIKH BAHA'I SCIENCE AND TECHNOLOGY RESEARCH CENTER
6471,BU ALI GROUP
6472,SADRA RESEARCH CENTER
6473,ABU REIHAN GROUP
6474,SHAHID MOVAHHED DANESH GROUP
6475,PUYA ELECTRO SAMAN NIRU
6476,"ATTARAN, Mohammad Mahdi Da'emi"
6477,"SHAFA'I, Mohsen"
6478,"ETA'ATI, Gholam Reza"
6479,SHAHID CHAMRAN GROUP
6480,"HASHEMITABAR, Sayyed Asghar"
6481,SHAHID FAKHAR MOGHADDAM GROUP
6482,SHAHID AVINI GROUP
6483,"ASGARI, Mansur"
6484,"BORJI, Sa'id"
6485,"SAFARI, Mohammad Javad"
6486,"BARMI, Ruhollah Ghaderi"
6487,KIMIYA PAKHSH SHARGH
6488,PARADISE MEDICAL PIONEERS COMPANY
6489,"MASOUMIAN, Mehdi"
6490,"HAGHIGHIAN, Mohammad Hossein"
6491,"SMILEWALLET, LLC"
6492,"SMILEPAYMENTS, LLC"
6493,BANCO DE DESARROLLO ECONOMICO Y SOCIAL DE VENEZUELA
6494,BANCO BANDES URUGUAY S.A.
6495,"BANCO BICENTENARIO DEL PUEBLO, DE LA CLASE OBRERA, MUJER Y COMUNIAS, BANCO UNIVERSAL C.A."
6496,BANCO DE VENEZUELA SA BANCO UNIVERSAL
6497,BANCO PRODEM S.A.
6498,"MULAVI, Ali Shams"
6499,SMILE PROPERTY & TRAVEL LTD.
6500,SMILE TECHNOLOGIES S.A. LLC
6501,LA FLORIDA INVESTMENTS GROUP LLC
6502,URDANETA
6503,GP-21
6504,BICENTENARIO XIV
6505,GP-23
6506,BICENTENARIO XII
6507,L-409
6508,BICENTENARIO XIII
6509,BICENTENARIO XVI
6510,AMUAY
6511,BICENTENARIO XI
6512,BICENTENARIO II
6513,BICENTENARIO V
6514,BICENTENARIO IV
6515,BICENTENARIO VI
6516,BICENTENARIO IX
6517,PDVSA CARDON
6518,CUMANAGOTO
6519,CARIBE
6520,JAZMIN
6521,SABANETA
6522,MANAURE
6523,MARA
6524,MARGARITA 1
6525,YORACO
6526,CAYAURIMA
6527,TRIBILIN
6528,AMAPOLA 1
6529,GARDENIA
6530,BALLITO BAY SHIPPING INCORPORATED
6531,BICENTENARIO X
6532,PROPER IN MANAGEMENT INCORPORATED
6533,BICENTENARIO VIII
6534,DESPINA ANDRIANNA
6535,BICENTENARIO I
6536,BICENTENARIO XV
6537,BICENTENARIO III
6538,BICENTENARIO VII
6539,"YAKUBETS, Maksim Viktorovich"
6540,EVIL CORP
6541,"SMIRNOV, Dmitriy Konstantinovich"
6542,"YAKUBETS, Artem Viktorovich"
6543,"TUCHKOV, Ivan Dmitriyevich"
6544,"PLOTNITSKIY, Andrey"
6545,"SLOBODSKOY, Dmitriy Alekseyevich"
6546,"TURASHEV, Igor Olegovich"
6547,"GUSEV, Denis Igorevich"
6548,"BIZNES-STOLITSA, OOO"
6549,"OPTIMA, OOO"
6550,"TREID-INVEST, OOO"
6551,"SLOBODSKOY, Kirill Alekseyevich"
6552,"BASHLIKOV, Aleksei"
6553,"ZAMULKO, Ruslan"
6554,"GUBERMAN, David"
6555,"ALVARES, Carlos"
6556,"MANIDIS, Georgios"
6557,"SHEVCHUK, Tatiana"
6558,"SAFAROV, Azamat"
6559,"BURKHONOVA, Gulsara"
6560,S-TROTTER
6561,LARGE RANGE LIMITED
6562,"ARREAZA MONTSERRAT, Jorge Alberto"
6563,"AL-RAWI, Muhannad Mushtaq Talib Zghayir Karhout"
6564,"AL-RAWI, Mushtaq Talib Zughayr"
6565,"AL-RAWI, Umar Talib Zughayr"
6566,"AL-RAWI, Abd-al-Rahman 'Ali Husayn al-Ahmad"
6567,"ALI, Halima Adan"
6568,AL-ARD AL-JADIDAH MONEY EXCHANGE COMPANY
6569,ESPERANZA
6570,JENNIFER NAVIGATION LIMITED
6571,"AL-RAWI, Muhammad Abd-al-Qadir Mutni Assaf"
6572,"AL-RAWI, Walid Talib Zughayr"
6573,IRGC GROUND FORCES
6574,IRGC NAVY
6575,"KOSSIEV, Sergey Leonidovich"
6576,"GEREMEYEV, Ruslan"
6577,"TRIKULYA, Elena Anatolievna"
6578,"VISMURADOV, Abuzayed"
6579,TEREK SPECIAL RAPID RESPONSE TEAM
6580,"RUZZA TERAN, Iliana Josefa"
6581,BANCO CENTRAL DE VENEZUELA
6582,LIMITED LIABILITY COMPANY NON-BANK CREDIT ORGANIZATION RUSSIAN FINANCIAL SOCIETY
6583,"BAZZI, Wael"
6584,VOLTRA TRANSCOR ENERGY BVBA
6585,OFFISCOOP NV
6586,BSQRD LIMITED
6587,"TABAJA, Hassan"
6588,"PADILLA DE ARRETURETA, Carol Bealexis"
6589,"GUPTA, Atul"
6590,LOS POCHOS DRUG TRAFFICKING ORGANIZATION
6591,"JUI ESCOBAR, Wildin Tulio"
6592,"CRUZ OVALLE, Juan Carlos"
6593,"SUNIGA RODRIGUEZ, Jose Juan"
6594,MULTISERVICIOS Y FINCA EL ENCANTO
6595,STAR MARKET MELANYE
6596,JC CAR AUDIO
6597,RANCHO LA DORADA
6598,PERSIAN GULF PETROCHEMICAL INDUSTRY CO.
6599,ARVAND PETROCHEMICAL COMPANY
6600,BANDAR IMAM ABNIROO PETROCHEMICAL COMPANY
6601,BANDAR IMAM BESPARAN PETROCHEMICAL COMPANY
6602,KHOUZESTAN PETROCHEMICAL COMPANY
6603,BANDAR IMAM FARAVARESH PETROCHEMICAL COMPANY
6604,LORDEGAN UREA FERTILIZER COMPANY
6605,BANDAR IMAM KHARAZMI PETROCHEMICAL COMPANY
6606,BANDAR IMAM KIMIYA PETROCHEMICAL COMPANY
6607,MODABBERAN EQTESAD COMPANY
6608,FAJR PETROCHEMICAL COMPANY
6609,HENGAM PETROCHEMICAL COMPANY
6610,HORMOZ UREA FERTILIZER COMPANY
6611,NPC ALLIANCE CORPORATION
6612,IRANIAN INVESTMENT PETROCHEMICAL GROUP COMPANY
6613,GACHSARAN POLYMER INDUSTRIES
6614,DAH DASHT PETROCHEMICAL INDUSTRIES
6615,BROOJEN PETROCHEMICAL COMPANY
6616,ILAM PETROCHEMICAL COMPANY
6617,ATLAS OCEAN AND PETROCHEMICAL (AOPC)
6618,IRANIAN PETROCHEMICAL INVESTMENT DEVELOPMENT MANAGEMENT COMPANY
6619,KAROUN PETROCHEMICAL COMPANY
6620,PAZARGAD NON INDUSTRIAL OPERATION COMPANY
6621,PERSIAN GULF APADANA PETROCHEMICAL COMPANY
6622,PERSIAN GULF BID BOLAND GAS REFINERY COMPANY
6623,PERSIAN GULF PETROCHEMICAL INDUSTRY COMMERCIAL CO.
6624,PERSIAN GULF FAJR YADAVARAN GAS REFINERY COMPANY
6625,PETROCHEMICAL INDUSTRIES DEVELOPMENT MANAGEMENT COMPANY
6626,RAHAVARAN FONOON PETROCHEMICAL COMPANY
6627,URMIA PETROCHEMICAL COMPANY
6628,HEMMAT PETROCHEMICAL COMPANY
6629,NAGHMEH FZE
6630,PETROCHEMICAL NON-INDUSTRIAL OPERATIONS & SERVICES CO.
6631,MINISTRY OF ROCKET INDUSTRY
6632,"'ABD AL-HAMID AL-ASADI, Makki Kazim"
6633,SOUTH WEALTH RESOURCES COMPANY
6634,"SALIH AL HASANI, Mohammed Hussein"
6635,BS COMPANY OFFSHORE
6636,"FOZ, Samer"
6637,AMAN HOLDING COMPANY
6638,"FOZ, Amer"
6639,"FOZ, Husen"
6640,MENA CRYSTAL SUGAR COMPANY LIMITED
6641,MAINPHARMA
6642,AMAN DAMASCUS JOINT STOCK COMPANY
6643,FOZ FOR TRADING
6644,AL-MOHAIMEN FOR TRANSPORTING & CONTRACTING
6645,ORIENT CLUB
6646,FOUR SEASONS DAMASCUS
6647,LANA TV
6648,SYNERGY SAL OFFSHORE
6649,"PORRAS CORTES, Gustavo Eduardo"
6650,"MOJICA OBREGON, Oscar Salvador"
6651,"CASTRO GONZALEZ, Sonia"
6652,"HUANG, Wang Ken"
6653,"CHEN, Mei Hsiang"
6654,JUI PANG SHIPPING CO LTD
6655,JUI CHENG SHIPPING COMPANY LIMITED
6656,JUI ZONG SHIP MANAGEMENT CO LTD
6657,SHANG YUAN BAO
6658,CUBAMETALES
6659,"TANGSIRI, Ali Reza"
6660,"GHOLAMSHAHI, Abbas"
6661,"ZIRAHI, Ramezan"
6662,"BADIN, Yadollah"
6663,"RAVANKAR, Mansur"
6664,"OZMA'I, Ali"
6665,"PAKPOUR, Mohammad"
6666,"HAJIZADEH, Amir Ali"
6667,"KIM, Su Il"
6668,"KHAMENEI, Ali Husseini"
6669,"MADURO GUERRA, Nicolas Ernesto"
6670,"LUGO GOMEZ, Eustiquio Jose"
6671,"MOTTA DOMINGUEZ, Luis Alfredo"
6672,"ZARIF, Mohammad Javad"
6673,"GOLPAYEGANI, Mohammad Mohammadi"
6674,"VELAYATI, Ali Akbar"
6675,BALOCHISTAN LIBERATION ARMY
6676,"HAZZIMA, Husain Ali"
6677,"SHERRI, Amin"
6678,"RA'D, Muhammad Hasan"
6679,"SAFA, Wafiq"
6680,"RUBIO GONZALEZ, Emmanuel Enrique"
6681,"MULTITEX INTERNATIONAL TRADING, S.A."
6682,"GLOBAL STRUCTURE, S.A."
6683,EMMR & CIA. S.A.S.
6684,C I FONDO GLOBAL DE ALIMENTOS LTDA
6685,"GROUP GRAND LIMITED, S.A. DE C.V."
6686,"MOUSSA, Bah Ag"
6687,"VIELMA MORA, Jose Gregorio"
6688,"SAAB MORAN, Alex Nain"
6689,GROUP GRAND LIMITED
6690,GROUP GRAND LIMITED GENERAL TRADING
6691,ASASI FOOD FZE
6692,"PULIDO VARGAS, Alvaro Enrique"
6693,"MAYCHOU, Ali"
6694,"SAAB CERTAIN, Shadi Nain"
6695,"SAAB CERTAIN, Isham Ali"
6696,"GAVIDIA FLORES, Walter Jacob"
6697,"GAVIDIA FLORES, Yosser Daniel"
6698,"GAVIDIA FLORES, Yoswal Alexander"
6699,"STAUDINGER LEMOINE, Mariana Andrea"
6700,GENERAL DIRECTORATE OF MILITARY COUNTERINTELLIGENCE
6701,"AL-KILDANI, Rayan"
6702,"QADO, Waad"
6703,"AL-SULTAN, Nawfal Hammadi"
6704,"AL-JUBOURI, Ahmad Abdullah"
6705,"DEMIR, Ismail"
6706,BAKHTAR RAAD SEPAHAN COMPANY
6707,"KARIMI-ADEGANI, Afsaneh"
6708,TAWU MECHANICAL ENGINEERING AND TRADING COMPANY
6709,"TALEBI, Sohayl"
6710,"SANMING SINO-EURO IMPORT AND EXPORT CO., LTD"
6711,"HENAN JIAYUAN ALUMINIUM INDUSTRY CO., LTD"
6712,TAMIN KALAYE SABZ ARAS COMPANY
6713,"BORJI, Salim"
6714,"NAJAFI, Mehdi"
6715,"SUZHOU ZHONGSHENG MAGNETIC INDUSTRY CO., LTD."
6716,"SUZHOU A-ONE SPECIAL ALLOY CO., LTD"
6717,"FAKHRZADEH, Mohammad"
6718,SUN PROPERTIES LLC
6719,SEAFIRE FOUNDATION
6720,MULBERRY PROJE YATIRIM ANONIM SIRKETI
6721,CLIO MANAGEMENT CORP.
6722,"SALMAN, Salman Raouf"
6723,"GUERRERO MIJARES, Hannover Esteban"
6724,"BLANCO MARRERO, Rafael Ramon"
6725,"FRANCO QUINTERO, Rafael Antonio"
6726,"GRANKO ARTEAGA, Alexander Enrique"
6727,ZHUHAI ZHENRONG COMPANY LIMITED
6728,"LI, Youmin"
6729,SILVER BAY PARTNERS FZE
6730,"NESTEROV, Igor Vladimirovich"
6731,"KUZMIN, Denis Igorevich"
6732,REDIN EXCHANGE
6733,"AL-RAWI, Marwan Mahdi Salah"
6734,"TASH, Ismael"
6735,SMART ITHALAT IHRACAT DIS TICARET LIMITED SIRKETI
6736,"AMEEN, Mohamad"
6737,MARITIME ASSISTANCE LLC
6738,"LOGINOV, Ilya"
6739,"OKOROKOV, Ivan"
6740,"STEPANYAN, Karen"
6741,YAZ
6742,SIG
6743,SUDAK
6744,"IBRAHIM, Mohamed Ahmed Elsayed Ahmed"
6745,PASSAT
6746,OT-2077
6747,"MAHRI, Mohamed Ben Ahmed"
6748,"MATALY, Mohamed Ould"
6749,"BEN DAHA, Mahri Sidi Amar"
6750,"AG ALHOUSSEINI, Houka Houka"
6751,ASRE SANAT ESHRAGH COMPANY
6752,"SHARIAT, Seyed Hossein"
6753,"DEHGHAN, Hamed"
6754,"DEHGHAN, Hadi"
6755,"AKHAEI, Shaghayegh"
6756,"EBRAHIMZADEH, Mahdi"
6757,"PISHTAZAN KAVOSH GOSTAR BOSHRA, LLC"
6758,EBTEKAR SANAT ILYA LLC
6759,GREEN INDUSTRIES HONG KONG LIMITED
6760,SHAFAGH SENOBAR YAZD COMPANY LIMITED
6761,PENTA OCEAN SHIP MANAGEMENT AND OPERATION LLC
6762,MEHDI OFFSHORE AND SHIP MANAGEMENT PTE. LTD.
6763,BUSHRA SHIP MANAGEMENT PRIVATE LIMITED
6764,KHADIJA SHIP MANAGEMENT PRIVATE LIMITED
6765,VANIYA SHIP MANAGEMENT PRIVATE LIMITED
6766,"MEHDI, Ali Ghadeer"
6767,JAMMAL TRUST BANK S.A.L.
6768,TRUST INSURANCE S.A.L.
6769,TRUST INSURANCE SERVICES S.A.L.
6770,TRUST LIFE INSURANCE COMPANY S.A.L.
6771,BERATEX GROUP LIMITED
6772,LINBURG INDUSTRIES LTD.
6773,RA-02791
6774,VP-CSP
6775,ST. VITAMIN
6776,"PYON, Kwang Chol"
6777,"SIM, Kwang Sok"
6778,"CHOE, Myong Hyon"
6779,"KANG, Chol Hak"
6780,"KIM, Song Hun"
6781,"OO, Than"
6782,"AUNG, Aung"
6783,"HLAING, Min Aung"
6784,"WIN, Soe"
6785,"KAYIHURA, Kale"
6786,"SARUR, Muhammad"
6787,"AWAD, Kamal Abdelrahman Aref"
6788,"NASSER, Fawaz Mahmud Ali"
6789,"AL-AYY, Muhammad Kamal"
6790,"SALVIN, Almaida Marani"
6791,"TECHNO ENERGY, S.A."
6792,AGRO XPO S.A.S.
6793,MANARA S.A.S.
6794,GLOBAL ENERGY COMPANY S.A.S.
6795,ALAMO TRADING S.A.
6796,ANTIQUA DEL CARIBE S.A.S.
6797,AVANTI GLOBAL GROUP S.A.S.
6798,GRUPPO DOMANO S.R.L.
6799,"SAAB MORAN, Amir Luis"
6800,"SAAB MORAN, Luis Alberto"
6801,INVERSIONES RODIME S.A.
6802,VENEDIG CAPITAL S.A.S.
6803,FUNDACION VENEDIG
6804,"RUBIO GONZALEZ, David Nicolas"
6805,"DIMACO TECHNOLOGY, S.A."
6806,CORPORACION ACS TRADING S.A.S.
6807,GLOBAL DE TEXTILES ANDINO S.A.S.
6808,SAAB CERTAIN & COMPANIA S. EN C.
6809,BEIJING SUKBAKSO
6810,"IZADI, Muhammad Sa'id"
6811,"JABARIN, Zaher"
6812,MEHDI GROUP
6813,"MEHDI, Alizaheer Mohammad"
6814,FOURTEEN STAR SHIPPING MANAGEMENT
6815,"HUSSAIN, Zafar Anis Ishteyaq"
6816,FIVE ENERGY OIL TRADING
6817,AFRICO 1 OFF-SHORE SAL
6818,"BHARDWAJ, Anuj"
6819,"AKBARI, Mohammadreza Ali"
6820,"GHASEMI, Morteza"
6821,"QASIR, Ali"
6822,"ASADI, Shamsollah"
6823,SARAK
6824,SOBAR
6825,SOLAN
6826,TOUR 2
6827,BONITA QUEEN
6828,KISH P AND I CLUB
6829,HAMRAHAN PISHRO TEJARAT TRADING COMPANY
6830,"ASHTARI, Mahmud"
6831,AUTOLEX TRANSPORT LTD.
6832,M-SAAN
6833,ADRIAN DARYA 1
6834,"KUMAR, Akhilesh"
6835,LAZARUS GROUP
6836,BLUENOROFF
6837,ANDARIEL
6838,JASMINE
6839,"AL-HINDI, Muhammad"
6840,"SAWADJAAN, Hatib Hajan"
6841,"WALI, Noor"
6842,"TAYSIR, Hajji"
6843,"ISSA, Marwan"
6844,HURRAS AL-DIN
6845,"AL-'ATA, Baha' Abu"
6846,"KARAKI, Ali"
6847,"HAYDAR, Muhammad"
6848,"AL-BARNAWI, Abu Abdullah ibn Umar"
6849,"AL-SURI, Faruq"
6850,IRAN SPACE AGENCY
6851,IRAN SPACE RESEARCH CENTER
6852,ASTRONAUTICS RESEARCH INSTITUTE
6853,"AHMAD, Muhammad Ali Sayid"
6854,HOKOUL SAL OFFSHORE
6855,TALAQI GROUP
6856,NAGHAM AL HAYAT LTD.
6857,TAWAFUK LTD
6858,ALUMIX
6859,SAAFARTEX ZONA FRANCA SAS
6860,KOREA NAMGANG TRADING CORPORATION
6861,ASIA BRIDGE
6862,"ANDRIC, Goran"
6863,BLUELANE OVERSEAS SA
6864,GIRALT
6865,CAROIL TRANSPORT MARINE LTD
6866,"DUGARTE PADRON, Juan Carlos"
6867,TOVASE DEVELOPMENT CORP
6868,TROCANA WORLD INC.
6869,"VIZCAINO GIL, Gustavo Adolfo"
6870,CARLOTA C
6871,SANDINO
6872,PETION
6873,NATIONAL DEVELOPMENT FUND OF IRAN
6874,ETEMAD TEJARATE PARS CO.
6875,"CAMPBELL HOOKER, Lumberto Ignacio"
6876,"COSCO SHIPPING TANKER (DALIAN) SEAMAN AND SHIP MANAGEMENT CO., LTD."
6877,PEGASUS 88 LIMITED
6878,"CHINA CONCORD PETROLEUM CO., LIMITED"
6879,KUNLUN HOLDING COMPANY LTD.
6880,KUNLUN SHIPPING COMPANY LIMITED
6881,"XU, Bin"
6882,"LI, Yi"
6883,"SHEN, Luqian"
6884,"MAO, Yu Hua"
6885,"LOPEZ GOMEZ, Roberto Jose"
6886,"AVELLAN MEDAL, Ramon Antonio"
6887,GOOD SIBLINGS LTD
6888,LUCKY STAR
6889,CALM BRIDGE
6890,ALWAYS SMOOTH LTD
6891,WEIHAI HUIJIANG TRADE LIMITED
6892,SILVER BRIDGE SHIPPING CO-HKG
6893,"AG ALBACHAR, Ahmed"
6894,"GUPTA, Ajay"
6895,"GUPTA, Rajesh"
6896,"ESSA, Salim"
6897,"AJING ATER, Kur"
6898,LOU TRADING AND INVESTMENT COMPANY LIMITED
6899,"AL-CARDINAL, Ashraf Seed Ahmed"
6900,ALCARDINAL GENERAL TRADING LIMITED
6901,ALCARDINAL GENERAL TRADING LLC
6902,AL CARDINAL INVESTMENTS CO. LTD
6903,ALCARDINAL PETROLEUM COMPANY LIMITED
6904,NILETEL
6905,GLOBAL UNITED BIOTECHNOLOGY INC.
6906,"CARRENO ESCOBAR, Pedro Miguel"
6907,"ORNELAS FERREIRA, Jose Adelino"
6908,THINH CUONG COMPANY LIMITED
6909,"CALDERON CHIRINOS, Carlos Alberto"
6910,"JON, Jin Yong"
6911,AHRAR AL-SHARQIYA
6912,"NUR-AL-DIN, Jawad"
6913,"AASI, Sheikh Yusuf"
6914,"RAISI, Ebrahim"
6915,"DEHGHAN, Hossein"
6916,"HAGHANIAN, Vahid"
6917,"HADDAD-ADEL, Gholamali"
6918,"KHAMENEI, Mojtaba"
6919,ARMED FORCES GENERAL STAFF
6920,"BAGHERI, Mohammad"
6921,"RASHID, Gholam Ali"
6922,"REZA'I, Mohsen"
6923,"QOMI, Mohsen"
6924,"SOLEIMANI, Gholamreza"
6925,"ASHTIANI, Mohammad-Reza"
6926,"ABDOLLAHI, Ali"
6927,"BLANCO HURTADO, Nestor Neptali"
6928,"KOUFFA, Amadou"
6929,OPTIMA FREIGHT OY
6930,"KOVALEVSKIJ, Nikita Gennadievitch"
6931,GCH FINLAND OY
6932,UNICUM TRADE OY
6933,ACEX OY
6934,"JI, Songyan"
6935,"ZHANG, Longbao"
6936,EMPRENDIMIENTOS INMOBILIARIOS MISIONES S.A.
6937,APOLO INFORMATICA S.A.
6938,MUNDO INFORMATICO PARAGUAY S.A.
6939,"BAYALTUN, Ismail"
6940,NICARAGUAN NATIONAL POLICE
6941,"BAYALTUN, Ahmet"
6942,ACL ITHALAT IHRACAT
6943,NEJAAT SOCIAL WELFARE ORGANIZATION
6944,"KHAN, Sayed Habib Ahmad"
6945,"WAKIL, Rohullah"
6946,"ZHENG, Guangfu"
6947,SAHLOUL MONEY EXCHANGE COMPANY
6948,TAWASUL COMPANY
6949,AL SULTAN MONEY TRANSFER COMPANY
6950,"ZHANG, Taotao"
6951,"ALLYRISE TECHNOLOGY GROUP CO., LIMITED"
6952,CORPORACION PANAMERICANA S.A.
6953,"AL-LAMI, Hussein Falah"
6954,"AZARI JAHROMI, Mohammad Javad"
6955,"AL-KHAZALI, Qais"
6956,"AL-KHAZALI, Laith"
6957,"ORTEGA MURILLO, Rafael Antonio"
6958,SERVICIO DE PROTECCION Y VIGILANCIA S.A.
6959,INVERSIONES ZANZIBAR SOCIEDAD ANONIMA
6960,"DISTRIBUIDORA NICARAGUENSE DE PETROLEO, S.A."
6961,ICARO
6962,LUISA CACERES DE ARISMENDI
6963,MANUELA SAENZ
6964,PARAMACONI
6965,TEREPAIMA
6966,YARE
6967,"AL-ISSAWI, Khamis Farhan Al-Khanjar"
6968,"BALUKU, Seka Musa"
6969,"KIBIRIGE, Amigo"
6970,"LUMISA, Muhammed"
6971,"SEGUJJA, Elias"
6972,"MUHAMMAD, Kayiira"
6973,"KASADHA, Amisi"
6974,"THIONGKOL, Abud Stephen"
6975,"MUORWEL, Malual Dhal"
6976,"KUAJIEN, Michael"
6977,"LAM, John Top"
6978,"GARANG, Angelo Kuot"
6979,"KIM, Kun"
6980,"CHANDY, King"
6981,"7 MAKARA PHARY CO., LTD."
6982,"K D RUBBER PLANTATION CO., LTD."
6983,"ROMDOUL CAPITAL PAWN CO., LTD."
6984,"PHEAP, Try"
6985,"TRY PHEAP GROUP CO., LTD."
6986,"M. D. S. IMPORT EXPORT CO., LTD."
6987,"TRY PHEAP DRY PORT CO., LTD."
6988,"TRY PHEAP ENGINEERING & CONSTRUCTION CO., LTD."
6989,"TRY PHEAP GRAND ROYAL CAMBODIA CO., LTD."
6990,"TRY PHEAP IMPORT EXPORT CO., LTD."
6991,"PAPA PETROLEUM CO., LTD."
6992,"TRY PHEAP PROPERTY CO., LTD."
6993,"TRY PHEAP TRAVEL & TOURS CO., LTD."
6994,"M D S THMORDA S E Z CO., LTD."
6995,"TRY PHEAP OYADAV S E Z CO., LTD."
6996,"ANWAR, Rao"
6997,"KOCNER, Marian"
6998,"HOTEL HOLDING, S.R.O."
6999,INTERNATIONAL INVESTMENT DEVELOPMENT HOLDING A.S.
7000,INTERNATIONAL INVESTMENT HOTELS HOLDINGS A.S.
7001,"SPRAVA A INKASO POHLADAVOK, S.R.O."
7002,"SPRAVA A INKASO ZMENIEK, S.R.O."
7003,"TRANZ-TEL, A.S."
7004,"LEMBERGS, Aivars"
7005,VENTSPILS ATTISTIBAS AGENTURA
7006,BIZNESA ATTISTIBAS ASOCIACIJA
7007,LATVIJAS TRANZITA BIZNESA ASOCIACIJA
7008,GRAND SERVICE EXPRESS
7009,"KHEDRI, Abdolhossein"
7010,KHEDRI JAHAN DARYA CO
7011,GENAVA 12
7012,GENAVA 11
7013,MARITIME SILK ROAD LLC
7014,JAHAN DESTINATIONS TRAVEL AND TOURISM LLC
7015,"GOMEI AIR SERVICES CO., LTD."
7016,"KAPIDZIC, Esad"
7017,"SARENAC, Nebojsa"
7018,"PETROVIC, Zoran"
7019,"BRKIC, Nikola"
7020,"SUBOTIC, Milan"
7021,"PETROVIC, Zelimir"
7022,"CVJETKOVIC, Sreten"
7023,"MARICIC, Ljubo"
7024,FALCON STRATEGIC SOLUTIONS DOO
7025,VELCOM TRADE DOO BEOGRAD
7026,MELVALE CORPORATION DOO BEOGRAD
7027,ARANEKS DOO
7028,GATEWICK LLC
7029,VECTURA TRANS DOO
7030,FINROST LIMITED
7031,TARDIGRADE LIMITED
7032,MOONSTORM ENTERPRISES LIMITED
7033,BUSINESS DIVERSITY LIMITED
7034,"SOPHARY, Kim"
7035,"PHARA, Kim"
7036,"CAMBO ELITE SECURITY FORCE CO., LTD."
7037,"ROMDOUL DEVELOPMENT CO., LTD."
7038,"AHMAD, Nazem Said"
7039,BEIRUT DIAM SAL
7040,BEIRUT GEM SAL
7041,MONTECARLO BEACH SAL
7042,DEBBIYE 143 SAL
7043,NOUR HOLDING SAL
7044,ARAMOUN 1506 SAL
7045,DAMOUR 850 SAL
7046,GEBAA 2480 SAL
7047,NOUMAYRIYE 1057 SAL
7048,BEIRUT TRADE SAL
7049,BLUE STAR DIAMOND SAL - OFFSHORE
7050,"ASSI, Saleh"
7051,"SAAB, Tony"
7052,MINOCONGO
7053,PAIN VICTOIRE
7054,TRANS GAZELLE
7055,INTER ALIMENT SAL OFF-SHORE
7056,SALASKO OFFSHORE S.A.L.
7057,AL YUMUN REAL ESTATE COMPANY SAL
7058,"GANOV, Alexander Nikolaevich"
7059,"GAI, Taban Deng"
7060,"MUKIIBI, Moses"
7061,"MUSENE, Wilson Masalu"
7062,"MIREMBE, Dorah"
7063,"ECOBU, Patrick"
7064,"GBJ DE COLIMA, S.A. DE C.V."
7065,INTERNATIONAL INVESTMENTS HOLDING S.A. DE C.V.
7066,CORPORATIVO SUSHI PROVI S. DE R.L. DE C.V.
